PCA1,PCA2,x_new,y_new,hdbscan_cluster,dbscan_pca,dbscan_tsne_cosine,dbscan_tsne_euclidean,dbscan_tsne_manhattan,dbscan_umap_cosine,dbscan_umap_euclidean,dbscan_umap_manhattan,kmeans_pca,kmeans_tsne_cosine,kmeans_tsne_euclidean,kmeans_tsne_manhattan,kmeans_umap_cosine,kmeans_umap_euclidean,kmeans_umap_manhattan,TSNE1_cosine,TSNE1_euclidean,TSNE1_manhattan,TSNE2_cosine,TSNE2_euclidean,TSNE2_manhattan,UMAP1_cosine,UMAP1_euclidean,UMAP1_manhattan,UMAP2_cosine,UMAP2_euclidean,UMAP2_manhattan,sentiment_processed_comment,vader_neg,vader_neu,vader_pos,vader_compound,transformer_label,transformer_score,valencia,arousal,interpretacion,bert_result,roberta_result,distilbert_result,albert_result,Comment,processed_comment,headline,section,keywords
0.28906128,-1.3435011,14.651301,5.6894603,5,-1,-1,-1,-1,2,0,0,0,2,0,0,1,2,2,65.81216,-58.775978,-58.571747,20.139704,-4.4685225,-9.427265,5.191048,12.735645,6.515758,9.35134,6.4154787,8.484687,-0.4019,0.213,0.787,0.0,-0.4019,1 star,0.3788028061389923,-0.4019,-0.213,Sentimiento negativo y calmado,Muy negativo,Neutral,Negativo,Negativo,You lost me at “Oprah.” Not even close to the both-siderism offering of Joel Osteen and his prosperity gospel tripe.,lose oprah even close bothsiderism offering joel osteen prosperity gospel tripe,The Religious Roots of a New Progressive Era,Opinion,1_slave_right_slavery_native
-7.3694634,0.24632108,11.452907,8.574073,-1,-1,-1,-1,-1,0,0,0,1,1,1,2,0,1,1,-31.432253,25.305786,-25.88319,-6.6743937,11.363926,53.185825,6.593364,8.053046,4.7119865,5.8322706,4.2538185,3.6087222,0.6486,0.0,0.654,0.346,0.6486,5 stars,0.7392456531524658,0.6486,0.346,Sentimiento positivo y emocionado,Muy positivo,Neutral,Positivo,Positivo,Ms. Strauss is a very lucky woman. Her career has evolved into a mission. Few of us will ever have the privilege of experiencing such a thing.,ms strauss lucky woman career evolve mission we ever privilege experience thing,Trump Fired Her Boss. Now She’s Taking Cases That Incensed White House.,New York,No topic assigned
0.0065589626,2.7187374,13.202541,6.429173,7,14,-1,-1,-1,2,0,0,2,0,0,0,1,2,2,7.8762183,-4.877656,-62.246708,-23.383574,-65.45294,13.734878,3.6859982,11.923347,6.409802,7.5297065,5.5344954,5.3112807,0.0,0.0,1.0,0.0,0.0,1 star,0.6097554564476013,0.0,0.0,Sentimiento neutro.,Muy negativo,Negativo,Negativo,Negativo,All the western news media never discussed the opinions of 1.4 billions Chinese people about Hong Kong. I am wondering what do they think about HK?,western news medium never discuss opinion billion chinese people hong kong wonder think hk,The Fear Factor: Bringing the Beijing Treatment to Hong Kong,World,2_nazi_movement_statue_white
-2.811238,1.1636112,14.11959,7.644726,-1,1,-1,-1,-1,0,0,0,1,1,1,1,2,1,0,-20.373173,17.81445,38.51426,8.278244,-17.291937,-2.0277817,5.212772,9.873082,3.410923,5.4273252,5.4313025,6.3756294,-0.1779,0.258,0.53,0.212,-0.1779,5 stars,0.4740101993083954,-0.1779,-0.04600000000000001,Sentimiento negativo y calmado,Muy positivo,Neutral,Positivo,Positivo,"According to the stats, about 120 of you people at the rally will get COVID19 and 2 of you will die from it.  That's if all 20,000 attend.
Enjoy your show.",accord stat people rally get covid die attend enjoy show,Court Allows Trump’s Tulsa Rally to Go Ahead,U.S.,No topic assigned
6.597368,-3.2390532,15.79852,6.930963,11,-1,-1,-1,-1,0,0,0,0,2,0,1,0,0,2,31.555653,-16.181887,62.369495,8.947991,-8.9983225,13.300935,6.340791,9.761536,5.4876995,6.973425,7.2022386,8.315163,0.4404,0.0,0.805,0.195,0.4404,4 stars,0.2757188379764557,0.4404,0.195,Sentimiento positivo y emocionado,Positivo,Neutral,Negativo,Positivo,"Tread lightly and don’t believe polls, Trump’s “base” is bigger than you think. Hope that Biden keeps steady as a moderate.",tread lightly believe poll trump base big think hope biden keep steady moderate,Trump Adds to Playbook of Stoking White Fear and Resentment,U.S.,13_biden_joe_president_would
-6.8505344,1.5467283,11.489986,8.575881,6,-1,-1,-1,-1,1,0,0,1,1,1,2,2,1,1,-39.864925,66.357086,-18.707531,27.169838,2.714136,39.160088,2.8032255,7.5023723,5.204048,2.9930263,4.472186,2.927056,0.9607,0.058,0.181,0.761,0.9607,5 stars,0.6973130702972412,0.9607,0.703,Sentimiento positivo y emocionado,Muy positivo,Neutral,Positivo,Positivo,"Dignity courage honour and integrity - Rest In Peace.
My sincerest condolences to all who were near and dear to him, he gave his all and will be sorely missed.",dignity courage honour integrity rest peace sincere condolence near dear give sorely miss,"John Lewis, Towering Figure of Civil Rights Era, Dies at 80",U.S.,0_thank_eat_last_puzzle
3.7435684,-4.4143806,15.573887,8.386288,15,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,2,27.643808,-37.122246,-19.871193,-30.943169,-25.866983,12.427077,7.449332,11.422181,4.833641,8.130373,7.0327616,7.6038513,0.8481,0.075,0.487,0.438,0.8481,5 stars,0.4900500476360321,0.8481,0.363,Sentimiento positivo y emocionado,Muy positivo,Neutral,Positivo,Positivo,So many non disclosure agreements. Trump must be hiding a lot! It is amazing that no one talks about trump as a good person; about his character.,many non disclosure agreement trump must hide lot amazing one talk trump good person character,Trump Family Asks Court to Stop Publication of Tell-All by President’s Niece,U.S.,6_trump_barr_fire_parscale
-0.9400781,2.669918,13.248586,9.099801,-1,1,-1,-1,-1,0,0,0,2,0,1,1,0,0,0,-4.581986,14.170144,35.44561,-55.76865,-5.4389367,8.627521,7.193241,9.97913,2.9910052,5.5756006,5.6562076,6.0270023,0.5574,0.207,0.404,0.389,0.5574,1 star,0.7350633144378662,0.5574,0.18200000000000002,Sentimiento positivo y emocionado,Muy negativo,Neutral,Negativo,Positivo,"Cuomo wasn't trying to be insensitive.  In this pandemic, he wants people to stop marching to possibly save their lives and those of their friends and families.",cuomo try insensitive pandemic want people stop march possibly save life friend family,An Insatiable Rage,Opinion,No topic assigned
-3.8631942,3.151335,12.258424,6.8136187,4,-1,-1,-1,-1,1,0,0,2,1,0,2,2,2,0,-14.284658,-37.694363,36.059532,22.666523,6.942105,33.484406,4.077898,11.169678,2.4915032,5.591306,4.5728145,5.889744,0.3182,0.106,0.676,0.217,0.3182,1 star,0.8815434575080872,0.3182,0.111,Sentimiento positivo y emocionado,Muy negativo,Neutral,Negativo,Positivo,"Yup, he's trying to spread it because he doesn't care.  He wants people to go back to work so the economy will come back so that he can get re-elected and avoid going to jail.",yup try spread care want people go back work economy come back get reelect avoid go jail,Is Trump Trying to Spread Covid-19?,Opinion,3_brooklyn_work_people_wealthy
-0.73089904,6.942385,14.597357,5.323551,5,-1,-1,-1,-1,2,0,0,2,2,0,1,1,2,2,57.160484,-69.76703,55.30488,28.38098,5.431075,5.895182,5.184713,13.166411,6.7941933,9.859469,6.34483,8.180313,0.7845,0.0,0.653,0.347,0.7845,1 star,0.2990485727787018,0.7845,0.347,Sentimiento positivo y emocionado,Muy negativo,Neutral,Negativo,Negativo,"Ironically, the religious right will find people discovering free birth control all on their own. Same-sex marriage!! Already approved by the same ""supreme"" beings!",ironically religious right find people discover free birth control samesex marriage already approve supreme being,Supreme Court Upholds Trump Administration Regulation Letting Employers Opt Out of Birth Control Coverage,U.S.,1_slave_right_slavery_native
0.8252748,2.0097127,13.788533,6.9719434,-1,-1,-1,-1,-1,2,0,0,2,2,0,1,1,2,2,24.973156,-19.85633,1.2090521,7.1010337,-13.723946,-49.234825,4.3175397,11.697868,5.9293566,8.8003645,5.5714254,6.936391,0.4404,0.116,0.628,0.256,0.4404,3 stars,0.2642495334148407,0.4404,0.14,Sentimiento positivo y emocionado,Neutral,Neutral,Positivo,Positivo,"It’s heartening to read Mr. Beinart’s thoughtful piece and to see that many who are commenting do so not to blame either side, but to support equal rights for all who live there. How can we not?",hearten read mr beinarts thoughtful piece see many comment blame either side support equal right live,I No Longer Believe in a Jewish State,Opinion,No topic assigned
4.940709,-0.27315092,14.889455,7.9018173,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,2,56.019886,-32.86024,-32.180363,-39.69482,-39.290115,2.0084612,8.606498,10.323926,4.847125,7.329199,7.6442537,6.595126,-0.8979,0.559,0.324,0.117,-0.8979,1 star,0.6356478333473206,-0.8979,-0.44200000000000006,Sentimiento negativo y calmado,Muy negativo,Negativo,Negativo,Negativo,"""But now the mood is against chaos, cruelty, deception and incompetence, represented by Trump.""  I hope you are right.  And that ""mood"" needs to translate into votes.",mood chaos cruelty deception incompetence represent trump hope right mood need translate vote,"Trump, Not So Statuesque",Opinion,No topic assigned
4.2357836,3.2899268,15.45007,7.5617423,-1,-1,-1,-1,-1,2,0,0,2,2,0,1,0,0,2,57.479202,-21.552965,1.8930289,4.2247066,-1.2772439,5.049693,6.9948606,10.394652,5.3632655,7.945461,6.6476755,6.3246017,0.0258,0.161,0.628,0.211,0.0258,5 stars,0.3167091906070709,0.0258,0.04999999999999999,Sentimiento positivo y emocionado,Muy positivo,Neutral,Negativo,Negativo,Well going public in the newspapers is one way to ensure Trump finds out and tries to change the rules.  Not a very quiet way to ban the confederate flag.,well go public newspaper one way ensure trump find try change rule quiet way ban confederate flag,Pentagon Sidesteps Trump to Ban the Confederate Flag,U.S.,No topic assigned
-0.54983896,0.6744942,13.285609,9.278888,8,13,-1,-1,-1,0,0,0,2,0,1,1,0,2,0,-5.3591285,18.887032,34.52091,-50.06445,-5.337708,13.342684,7.0211964,10.376362,2.811425,5.4026446,5.3312836,6.304773,0.8442,0.0,0.569,0.431,0.8442,1 star,0.6246304512023926,0.8442,0.431,Sentimiento positivo y emocionado,Muy negativo,Negativo,Negativo,Positivo,May the health  care workers who have to take care of the props sue the campaign for recklessly endangering them?   Or will the campaign staff supply help?,may health care worker take care prop sue campaign recklessly endanger campaign staff supply help,Ask Not What President Trump Can Do for You,Opinion,5_school_wear_mask_teacher
5.29124,-0.24915212,16.094906,7.601108,12,16,-1,-1,-1,2,0,0,0,2,0,1,1,0,2,34.007156,-18.152958,-3.957457,-6.325216,-18.986414,-52.547115,6.368188,11.458461,5.6724544,8.486328,7.985661,7.498242,0.2732,0.092,0.751,0.156,0.2732,1 star,0.4563603699207306,0.2732,0.064,Sentimiento positivo y emocionado,Muy negativo,Neutral,Negativo,Positivo,"The Republican Party will not ""snap back to sanity"" post-Trump because it's married to the plutocratic networks of money and influence. The press should expose how these folks are not patriots.",republican party snap back sanity posttrump married plutocratic network money influence press expose folk patriot,The Republicans Who Want to Destroy Trump,Opinion,9_republicans_republican_gop_party
-2.3948443,-1.9764233,13.610296,9.239249,-1,2,-1,-1,-1,0,0,0,1,0,0,2,0,2,0,0.2873441,-36.52143,36.12277,-14.963467,1.8264669,29.074198,6.919419,11.06947,2.5155976,4.8182893,5.5002728,6.066215,-0.4215,0.267,0.611,0.122,-0.4215,1 star,0.58151775598526,-0.4215,-0.14500000000000002,Sentimiento negativo y calmado,Muy negativo,Negativo,Negativo,Positivo,If PPE supplies run short it is hospital admin fault. And don’t forget there are many hospitals terminating lots of employees to save costs. I’ve not seen any CEOs get fired yet.,ppe supply run short hospital admin fault forget many hospital terminate lot employee save cost see ceo get fire yet,"As Coronavirus Slams Houston Hospitals, It’s Like New York ‘All Over Again’",U.S.,No topic assigned
-4.219582,-3.1532543,11.116786,7.4885516,6,3,-1,-1,-1,1,0,0,1,1,0,0,2,1,1,-16.120142,-30.771471,-13.647038,40.19255,-7.7008767,-17.573206,2.3220572,6.9090323,4.1309347,5.738519,4.425928,2.583954,0.7269,0.158,0.362,0.48,0.7269,5 stars,0.27072545886039734,0.7269,0.32199999999999995,Sentimiento positivo y emocionado,Muy positivo,Neutral,Negativo,Positivo,"But in a video to fans Thursday, Trebek said, “My numbers are good, I’m feeling great.” Now treatment is failing and he’s pondering giving up? Which is it?",video fan thursday trebek say number good feel great treatment fail ponder give,Alex Trebek Is Still in the Game,Books,0_thank_eat_last_puzzle
-1.9869668,1.3399168,13.032573,6.6945395,-1,1,-1,-1,-1,1,0,0,2,1,1,2,2,1,0,-69.72641,48.686867,20.403526,35.770573,31.09179,35.11704,3.3880951,10.038354,3.2227876,4.429632,2.3026896,8.741615,0.1779,0.161,0.559,0.28,0.1779,3 stars,0.29283222556114197,0.1779,0.11900000000000002,Sentimiento positivo y emocionado,Neutral,Neutral,Negativo,Positivo,It is time for reasonable people to sideline facebook with a boycott.  You'd be surprised how well you can live without it.,time reasonable people sideline facebook boycott would surprised well live without,What’s Facebook’s Deal With Donald Trump?,Business Day,No topic assigned
-0.38243347,-1.246182,14.645933,6.2178364,5,-1,-1,-1,-1,2,0,0,1,2,2,0,1,1,2,40.656345,-43.4469,-30.479597,14.709128,27.951,18.083195,2.2886658,7.4195485,7.182383,7.748079,6.3540373,6.0810943,0.2732,0.0,0.826,0.174,0.2732,1 star,0.3359294533729553,0.2732,0.174,Sentimiento positivo y emocionado,Muy negativo,Negativo,Negativo,Positivo,"Tommy Tuberville for Senate. Oh my god, these people. And they wonder why people look down their noses at Southerners.",tommy tuberville senate oh god people wonder people look nose southerner,Who Can Make Trump Miserable This Fall?,Opinion,1_slave_right_slavery_native
-5.9747405,-1.4158242,11.367214,6.654582,4,4,-1,-1,-1,1,0,0,1,1,2,2,2,1,1,-57.69771,40.626194,-4.620731,35.134354,46.41065,54.278133,2.9196537,7.538813,4.404725,4.920278,3.542276,2.9923549,0.8555,0.0,0.514,0.486,0.8555,5 stars,0.658452570438385,0.8555,0.486,Sentimiento positivo y emocionado,Muy positivo,Positivo,Positivo,Positivo,"Great, just the thing to make me feel better, reading about wealthy New Yorkers who can escape to second homes in highly desireable settings.",great thing make feel well read wealthy new yorker escape second home highly desireable setting,Staying in New York,Real Estate,3_brooklyn_work_people_wealthy
-5.4022903,-1.1025887,11.8116455,8.120379,6,4,-1,-1,-1,1,0,0,1,1,1,2,2,1,1,-60.991367,49.092693,16.419827,12.359792,27.217623,36.76691,3.104985,9.803214,3.502627,4.1163826,2.3340528,3.5147989,0.0,0.0,1.0,0.0,0.0,1 star,0.5258172154426575,0.0,0.0,Sentimiento neutro.,Muy negativo,Neutral,Negativo,Positivo,"Ditto to other comments about not seeing the recipes without subscribing. 
Also, ""poundcake"" should be pound cake.",ditto comment see recipe without subscribe also poundcake pound cake,Our Best Fourth of July Recipes,Food,0_thank_eat_last_puzzle
8.88497,-1.0253086,15.76198,7.6445284,12,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,2,34.73882,-27.719152,-28.13846,-25.899374,-29.567297,12.700328,7.6719055,10.984858,5.080669,8.385969,7.1311655,7.6591344,0.128,0.176,0.611,0.214,0.128,1 star,0.5937118530273438,0.128,0.038000000000000006,Sentimiento positivo y emocionado,Muy negativo,Negativo,Negativo,Negativo,Trump continues his mockery of the office of the president of the United States and our democracy and the republicans are clapping.,trump continue mockery office president united states democracy republicans clap,Trump Commutes Sentence of Roger Stone in Case He Long Denounced,U.S.,9_republicans_republican_gop_party
3.386309,3.1429162,14.07818,9.060615,9,5,-1,-1,-1,0,0,0,2,0,1,2,0,2,0,-11.13306,21.407158,34.4967,-39.092903,-0.16842522,23.25258,6.6822395,10.262456,2.697582,5.0125546,5.3320074,6.3547525,-0.4588,0.295,0.548,0.158,-0.4588,3 stars,0.23567906022071838,-0.4588,-0.13699999999999998,Sentimiento negativo y calmado,Neutral,Negativo,Negativo,Positivo,"In all instances mentioned here, Trump’s actions contributed to increases in morbidity and mortality. Is he a killer? You decide.",instance mention trump action contribute increase morbidity mortality killer decide,Can We Call Trump a Killer?,Opinion,14_datum_director_city_covid
8.000298,-3.4789383,15.16471,7.423195,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,2,47.609447,-28.67612,-17.769094,-31.708265,-11.486998,-16.166851,7.996595,10.936128,4.7887836,7.967839,7.270761,7.8706083,0.5106,0.114,0.616,0.27,0.5106,1 star,0.7987836599349976,0.5106,0.15600000000000003,Sentimiento positivo y emocionado,Muy negativo,Neutral,Negativo,Negativo,Is  anyone surprised? Make no mistake. Trump will throw every salvo he can think of to get his way and win the election. This will be nothing compared to what we are about to see.,anyone surprised make mistake trump throw every salvo think get way win election nothing compare see,Trump Commutes Sentence of Roger Stone in Case He Long Denounced,U.S.,No topic assigned
-3.5274186,2.046425,12.418028,7.584112,3,-1,-1,-1,-1,3,0,0,2,1,2,0,2,2,1,-44.25971,20.94343,-31.01741,-18.740704,46.763393,-48.94351,1.4794664,10.5562525,1.7006402,5.584343,2.7307656,3.950601,-0.7783,0.395,0.5,0.105,-0.7783,1 star,0.5644329786300659,-0.7783,-0.29000000000000004,Sentimiento negativo y calmado,Muy negativo,Negativo,Negativo,Negativo,"Well, this affects about one out of 800 women, who will face costs of about $30 a month. So I would not consider it the worst tragedy in human history.",well affect one woman face cost month would consider bad tragedy human history,"Sex, Sisters and Dr. Donald",Opinion,4_people_vs_word_aspect
4.614058,-2.8848333,15.606804,8.414847,15,15,-1,-1,-1,2,0,0,0,0,0,0,0,0,2,32.14837,-26.26542,-24.043005,-35.63921,-24.326813,-4.807925,7.919932,11.3539095,5.080802,8.610831,7.49676,7.9504137,0.3182,0.158,0.574,0.268,0.3182,1 star,0.739678680896759,0.3182,0.11000000000000001,Sentimiento positivo y emocionado,Muy negativo,Negativo,Negativo,Negativo,"Everyone who comes into contact with is corrupted just as surely as oil pollutes clean water.  That is not to say that Barr was unsullied before Trump:  After all, he did take the job.",everyone come contact corrupt surely oil pollute clean water say barr unsullie trump take job,Top Manhattan Prosecutor Ousted by Trump Details Firing,U.S.,6_trump_barr_fire_parscale
-2.101627,-5.929395,11.280874,7.492036,6,-1,-1,-1,-1,1,0,0,1,1,1,2,2,0,1,-17.867586,77.75115,10.830143,42.6154,22.53757,11.378795,2.050248,8.485462,5.7952003,6.237741,6.771708,4.587751,-0.0258,0.257,0.546,0.197,-0.0258,3 stars,0.24807019531726837,-0.0258,-0.06,Sentimiento negativo y calmado,Neutral,Neutral,Positivo,Positivo,That scene from the Dick Van Dyke show of him talking to his hairpieces still makes me laugh so hard it brings tears.,scene dick van dyke show talk hairpiece still make laugh hard bring tear,"Carl Reiner, Multifaceted Master of Comedy, Is Dead at 98",Arts,0_thank_eat_last_puzzle
